nom_complet,genre,pays,age,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,dernier_dispositif,derniere_connexion,churn,jour_semaine,mois
Marie Vaughn,Femme,France,69.0,23134.93,Familial,1.7,23,Tablette,2025-04-18 04:05:10,1,4,4
Christopher Morales,Femme,Maroc,56.0,46274.68,Standard,1.9,28,Mobile,2025-06-04 13:20:34,0,2,6
Rhonda Wilson,Homme,Algérie,23.0,43125.02,Standard,6.3,21,Tablette,2025-01-09 00:13:48,0,3,1
Sharon May,Femme,Algérie,25.0,55246.06,Familial,24.4,20,PC,2025-04-21 05:30:59,0,0,4
Bob Wilson,Homme,France,37.0,60389.38,Standard,18.0,25,PC,2025-03-17 23:52:02,1,0,3
Kyle Ball,Homme,Belgique,35.0,47548.46,Premium,11.1,25,Mobile,2025-05-26 22:25:00,0,0,5
Terry Miranda,Homme,Belgique,30.0,44108.79,Standard,25.1,14,Mobile,2025-04-12 00:17:03,0,5,4
Tammy Hernandez,Femme,Canada,18.0,52990.12,Premium,35.7,28,Mobile,2025-05-26 03:00:49,0,0,5
Samantha Oneal,Femme,Canada,57.0,40728.87,Standard,4.2,25,Mobile,2025-02-03 11:30:30,0,0,2
Sheila Hall,Femme,France,30.0,37838.37,Premium,3.1,31,SmartTV,2025-02-05 05:09:27,1,2,2
Michael Howard,Femme,Algérie,31.0,40728.87,Standard,0.4,22,Mobile,2025-02-19 06:37:51,0,2,2
Jessica Young,Femme,France,67.0,48048.62,Standard,0.4,25,PC,2025-04-14 15:17:48,1,0,4
Dr. Brandon Decker,Femme,Canada,68.0,51680.05,Premium,23.9,35,SmartTV,2025-03-18 01:27:46,0,1,3
Kenneth Johnson,Homme,Maroc,68.0,51027.58,Premium,42.9,21,Mobile,2025-07-09 11:15:14,1,2,7
Michael Gonzales,Homme,France,48.0,53664.14,Premium,12.0,22,PC,2025-07-09 18:52:16,0,2,7
Brian Mason,Femme,Algérie,46.0,55824.42,Premium,17.7,21,SmartTV,2025-01-30 20:33:57,1,3,1
Stephen Garcia DDS,Femme,Canada,62.0,46119.42,Premium,27.6,28,SmartTV,2025-03-14 02:30:15,0,4,3
Kari Hall,Non précisé,Algérie,31.0,40819.4,Standard,16.9,19,Mobile,2025-05-30 15:29:19,0,4,5
Daniel Bond,Homme,France,49.0,39674.38,Standard,53.7,25,SmartTV,2025-05-22 03:09:01,0,3,5
Brittney Clark,Femme,Belgique,34.0,50498.45,Standard,14.36419689119171,23,Mobile,2025-06-15 14:16:24,0,6,6
Richard Miller,Femme,Canada,41.0,45625.3,Standard,5.0,28,Mobile,2025-06-07 04:06:14,0,5,6
Michael Lewis,Homme,France,45.0,49899.03,Standard,13.9,15,Mobile,2025-03-08 11:35:01,0,5,3
Heather Wood,Homme,Canada,21.0,41444.31,Familial,14.0,22,Inconnu,2025-06-26 12:52:25,0,3,6
Taylor Green,Homme,Algérie,30.0,40728.87,Premium,29.9,24,Inconnu,2025-01-29 10:39:11,1,2,1
Ryan Johnson,Femme,Maroc,55.0,20449.49,Premium,1.4,18,SmartTV,2025-07-07 23:32:03,1,0,7
James Jimenez,Femme,Maroc,59.0,44128.0,Familial,19.5,36,SmartTV,2025-01-30 08:30:15,0,3,1
Kimberly Arnold,Homme,Canada,45.0,30062.32,Premium,20.2,22,SmartTV,2025-01-04 12:49:02,1,5,1
Rebecca Neal,Homme,Canada,18.0,31701.26,Standard,12.0,31,Mobile,2025-02-15 06:02:29,0,5,2
Meagan Trujillo,Homme,Maroc,19.0,28741.84,Standard,13.4,23,Tablette,2025-04-19 19:43:00,1,5,4
Samantha Burns,Femme,France,63.0,44285.95,Standard,9.9,21,Mobile,2025-03-14 20:36:52,0,4,3
Savannah Weiss,Homme,Maroc,42.0,46239.26,Standard,17.2,18,Mobile,2025-02-20 22:22:28,1,3,2
Kyle Wilson,Femme,Canada,21.0,63496.45,Standard,28.2,17,Mobile,2025-01-22 05:49:47,0,2,1
Robert Murphy,Femme,Maroc,46.0,40728.87,Familial,14.36419689119171,28,Mobile,2025-04-07 03:07:50,0,0,4
Justin Watkins,Homme,Canada,51.0,20717.7,Standard,81.7,35,SmartTV,2025-03-26 06:01:24,0,2,3
Roger Mack,Femme,Canada,69.0,43675.45,Familial,16.3,24,Mobile,2025-01-14 13:28:37,0,1,1
Erica Thornton,Homme,Canada,36.0,11584.73,Premium,11.6,26,Tablette,2025-02-22 03:25:30,0,5,2
Jessica Sandoval,Homme,Algérie,58.0,52485.51,Standard,45.9,32,Mobile,2025-03-22 08:21:09,0,5,3
Monique Rose,Femme,Canada,18.0,37651.2,Standard,3.5,31,PC,2025-02-06 15:51:29,1,3,2
Ryan Patterson,Homme,Canada,47.0,27775.03,Premium,1.6,29,SmartTV,2025-01-19 10:35:41,1,6,1
Nicole Houston,Femme,Algérie,49.0,46353.66,Standard,5.7,24,Tablette,2025-05-07 20:18:19,1,2,5
Cindy Rodriguez,Homme,Maroc,19.0,44136.9,Standard,57.2,29,SmartTV,2025-02-08 20:10:33,0,5,2
Melissa Green,Non précisé,Canada,43.761429322122964,40728.87,Premium,13.9,35,PC,2025-03-21 15:40:03,0,4,3
Douglas Moss,Homme,Canada,43.761429322122964,38845.93,Standard,1.4,28,PC,2025-03-12 10:37:37,0,2,3
Amanda Dawson,Homme,Belgique,54.0,50494.21,Standard,0.1,22,Mobile,2025-02-28 14:55:05,0,4,2
Brian Perkins,Homme,France,45.0,25890.27,Standard,8.5,29,Mobile,2025-01-12 13:49:28,0,6,1
Steven Flynn,Homme,Belgique,25.0,38193.0,Familial,4.1,28,SmartTV,2025-05-27 19:50:16,0,1,5
Brandon Woods,Homme,Canada,43.761429322122964,36534.05,Standard,4.4,29,Mobile,2025-04-02 22:16:54,1,2,4
Christopher Franco,Homme,Canada,59.0,40728.87,Standard,5.8,33,SmartTV,2025-05-20 16:49:50,1,1,5
Ryan Torres,Homme,France,33.0,29662.54,Premium,20.9,21,Tablette,2025-07-01 17:16:53,0,1,7
Sheila Reed,Femme,Maroc,52.0,31318.07,Standard,0.4,29,Mobile,2025-01-30 09:37:48,0,3,1
Taylor Kim,Femme,Belgique,31.0,41520.88,Standard,2.0,25,Tablette,2025-02-25 04:14:20,0,1,2
Thomas Walker,Homme,Belgique,32.0,37007.59,Standard,13.8,21,PC,2025-03-01 12:08:29,1,5,3
Michael Rodriguez,Femme,Maroc,37.0,26440.0,Standard,4.3,22,SmartTV,2025-06-03 02:06:28,1,1,6
Beth Anderson,Femme,France,68.0,40457.11,Premium,0.7,22,Mobile,2025-01-14 04:04:33,0,1,1
Francisco Pham,Homme,Maroc,19.0,23377.22,Standard,7.7,20,Mobile,2025-01-03 17:13:52,0,4,1
Ryan Vega,Homme,Canada,19.0,32241.2,Standard,7.4,22,PC,2025-05-08 18:53:43,0,3,5
Judith Simmons,Homme,Canada,69.0,41975.09,Standard,7.4,19,PC,2025-02-22 17:20:47,1,5,2
Emily Dixon,Femme,France,31.0,34660.97,Familial,6.1,24,Mobile,2025-02-27 04:59:30,1,3,2
Robert Heath,Femme,Canada,58.0,45663.39,Standard,0.9,24,Mobile,2025-07-04 21:08:00,1,4,7
John Park,Homme,Canada,57.0,28116.79,Familial,5.6,24,Mobile,2025-05-26 00:33:54,0,0,5
Andrew Stewart,Homme,Canada,33.0,49292.57,Familial,9.4,27,PC,2025-03-02 23:06:47,0,6,3
Scott Salazar,Femme,Algérie,19.0,48021.44,Premium,14.8,26,Mobile,2025-05-21 12:42:07,0,2,5
Jeffrey Hatfield,Homme,Belgique,31.0,46212.65,Standard,1.4,37,Mobile,2025-05-29 01:12:30,1,3,5
Brent Evans,Femme,Maroc,49.0,36919.19,Standard,1.9,13,PC,2025-01-08 06:19:05,0,2,1
Tracy Kennedy,Homme,Canada,31.0,56789.17,Standard,20.0,18,Tablette,2025-03-24 13:53:55,0,0,3
James Hernandez,Homme,Belgique,48.0,47449.96,Standard,13.7,19,Mobile,2025-01-23 21:03:40,1,3,1
Carlos Evans,Femme,Algérie,47.0,43500.3,Standard,11.7,22,SmartTV,2025-06-08 11:38:07,0,6,6
Jordan Evans,Femme,Belgique,43.0,40728.87,Standard,13.8,22,Inconnu,2025-02-20 14:08:58,0,3,2
Cynthia Butler,Femme,Canada,58.0,52718.77,Familial,8.7,21,Mobile,2025-04-11 05:30:02,1,4,4
William Williams,Homme,Maroc,46.0,37081.2,Standard,10.3,29,PC,2025-02-03 04:32:13,1,0,2
Lindsay Burns,Femme,Maroc,41.0,37732.13,Premium,18.2,19,Mobile,2025-01-24 12:22:53,0,4,1
Alicia Curry,Femme,Belgique,20.0,44099.43,Familial,12.8,31,SmartTV,2025-02-13 03:23:13,0,3,2
Mark Clay,Femme,Algérie,33.0,36504.5,Familial,22.1,21,Mobile,2025-03-17 21:05:02,0,0,3
David Brady,Homme,Maroc,66.0,29260.75,Premium,1.0,22,PC,2025-04-27 14:55:29,0,6,4
Rachel Hobbs,Femme,Belgique,60.0,56551.74,Standard,19.3,31,Mobile,2025-06-02 05:04:02,1,0,6
Sheena Martin,Femme,Canada,60.0,34510.16,Standard,18.6,29,Mobile,2025-04-28 10:37:33,0,0,4
Jessica Garcia,Homme,France,38.0,47498.24,Standard,25.5,18,Mobile,2025-03-13 03:16:28,1,3,3
Dr. Brittany Preston,Femme,Belgique,32.0,32552.61,Familial,1.6,35,Tablette,2025-01-05 01:09:48,0,6,1
Kelly Rodriguez,Homme,France,28.0,36598.02,Standard,14.4,25,PC,2025-02-20 04:45:33,0,3,2
Kyle Conner,Homme,Maroc,43.761429322122964,23088.91,Familial,27.3,32,PC,2025-06-18 06:12:18,0,2,6
Jerry Olson,Femme,Belgique,39.0,45377.94,Standard,1.8,31,Mobile,2025-05-07 06:32:18,0,2,5
Mark Bentley,Femme,Maroc,44.0,53931.52,Standard,17.3,24,SmartTV,2025-05-11 08:39:03,0,6,5
Tonya Murray,Homme,Canada,42.0,21975.62,Premium,2.0,27,Mobile,2025-01-30 03:02:22,0,3,1
John Robertson,Femme,France,39.0,49015.33,Standard,52.4,28,PC,2025-04-01 19:12:33,0,1,4
Kimberly Rodriguez,Homme,Algérie,40.0,43539.22,Standard,17.4,20,Tablette,2025-06-14 19:57:39,0,5,6
Ariel Bowen,Homme,Maroc,42.0,25034.82,Familial,15.7,27,SmartTV,2025-01-12 18:47:13,0,6,1
Wendy Ellis,Homme,Canada,43.761429322122964,52200.53,Premium,2.9,22,SmartTV,2025-03-28 13:57:36,0,4,3
William Davies,Femme,France,37.0,48428.63,Premium,0.1,29,Mobile,2025-01-23 07:52:59,1,3,1
Alyssa Perez,Femme,Canada,66.0,30828.96,Standard,6.2,26,Mobile,2025-05-26 10:26:58,1,0,5
Michael Saunders,Femme,Belgique,21.0,33707.01,Premium,4.8,19,PC,2025-05-21 00:40:01,0,2,5
Erik Zimmerman,Non précisé,Algérie,61.0,49465.56,Standard,20.4,29,Mobile,2025-07-03 15:26:33,0,3,7
Sean Leonard,Homme,Algérie,42.0,31007.55,Premium,18.1,32,Tablette,2025-02-18 13:14:21,0,1,2
Justin Andrews,Homme,Canada,28.0,46474.68,Premium,7.1,24,SmartTV,2025-01-16 18:00:57,0,3,1
John Mckinney,Homme,France,20.0,60173.15,Standard,12.0,27,Tablette,2025-06-20 18:21:27,0,4,6
Jeffrey Meyers,Femme,Maroc,27.0,40901.81,Premium,16.5,23,SmartTV,2025-07-03 06:45:38,0,3,7
Danielle Mendoza,Femme,Canada,35.0,37868.61,Premium,10.5,21,Tablette,2025-06-17 15:31:37,0,1,6
Nicole Pierce,Homme,France,39.0,43420.28,Premium,2.6,27,Mobile,2025-02-06 08:49:20,0,3,2
Justin Smith,Homme,Algérie,51.0,35047.87,Familial,30.8,30,Mobile,2025-06-22 17:36:55,0,6,6
Linda Mitchell,Homme,Algérie,28.0,37782.63,Standard,15.2,30,Mobile,2025-05-24 15:50:41,1,5,5
Dustin Kirby,Femme,Algérie,53.0,61178.56,Standard,5.0,27,SmartTV,2025-04-26 09:25:38,1,5,4
Brandy Ford,Femme,Belgique,46.0,51471.36,Standard,4.6,35,Mobile,2025-03-06 03:57:36,1,3,3
Maxwell Herring,Homme,Algérie,20.0,48018.07,Standard,0.3,26,Tablette,2025-02-19 20:59:59,0,2,2
Randy Mendoza,Homme,Maroc,61.0,49874.31,Standard,43.6,20,SmartTV,2025-06-23 04:00:18,0,0,6
Michael Combs,Femme,Belgique,59.0,40262.65,Standard,8.3,20,SmartTV,2025-05-02 16:46:25,1,4,5
Taylor Roberts,Homme,Belgique,52.0,54744.11,Standard,18.4,29,PC,2025-01-23 07:47:09,0,3,1
Katherine Cooke,Femme,Canada,34.0,18299.9,Familial,0.0,29,Mobile,2025-03-30 08:58:11,0,6,3
Heather Adams,Homme,Belgique,67.0,38325.83,Premium,0.0,26,SmartTV,2025-01-21 05:30:47,1,1,1
Tommy Pena,Homme,Canada,41.0,52707.14,Standard,61.4,32,Tablette,2025-04-28 17:59:10,0,0,4
Jacob Carson,Femme,Algérie,18.0,25363.17,Premium,6.7,23,SmartTV,2025-03-14 22:15:53,0,4,3
Jenna Roach,Femme,Canada,38.0,40728.87,Standard,19.1,25,Mobile,2025-05-11 17:39:50,0,6,5
Krystal Johnson,Homme,Canada,43.761429322122964,56596.69,Premium,14.36419689119171,35,Mobile,2025-04-01 05:57:05,0,1,4
Nicole Johnston,Homme,France,43.761429322122964,48132.19,Premium,9.4,29,Mobile,2025-03-17 20:17:50,0,0,3
Keith Salinas,Femme,France,37.0,47283.71,Familial,8.8,18,SmartTV,2025-05-21 17:18:41,0,2,5
Dennis Hernandez,Femme,Maroc,26.0,47885.12,Standard,6.7,31,Mobile,2025-04-26 21:13:10,0,5,4
Joseph Morales,Femme,Algérie,42.0,41417.55,Familial,2.5,21,PC,2025-01-13 04:30:48,1,0,1
Gregory Rodriguez,Homme,Algérie,37.0,30546.58,Standard,27.3,27,SmartTV,2025-06-25 15:55:14,1,2,6
Desiree Jones,Femme,France,43.761429322122964,13075.22,Standard,46.0,31,PC,2025-01-08 08:49:00,1,2,1
Dustin Cook,Femme,Algérie,43.761429322122964,9754.74,Standard,7.6,23,Mobile,2025-03-25 05:07:48,0,1,3
Martin Knapp,Homme,Maroc,57.0,40200.49,Familial,49.8,22,SmartTV,2025-04-19 11:27:38,0,5,4
Justin Kelly,Homme,Belgique,50.0,28952.6,Standard,0.9,27,Mobile,2025-04-28 18:23:32,0,0,4
Randy Osborne,Femme,France,54.0,28003.26,Premium,23.0,20,SmartTV,2025-04-02 02:31:49,0,2,4
Andrew Sullivan,Homme,Canada,69.0,14681.11,Familial,6.5,24,Mobile,2025-04-21 16:33:35,0,0,4
Miguel Smith,Femme,France,59.0,36604.66,Standard,7.4,32,SmartTV,2025-06-24 19:27:39,1,1,6
Sarah Nguyen,Femme,Belgique,36.0,39604.32,Standard,21.2,24,Mobile,2025-04-25 22:49:32,0,4,4
Philip Wilson,Homme,Belgique,30.0,47388.02,Standard,8.4,24,SmartTV,2025-01-16 11:24:14,0,3,1
April Cooley,Homme,Belgique,64.0,34547.93,Standard,22.3,29,Tablette,2025-01-21 14:49:35,0,1,1
Victoria Bradley,Homme,Maroc,30.0,40728.87,Standard,13.3,18,Mobile,2025-03-20 09:00:44,0,3,3
Susan Bradford MD,Homme,Algérie,43.761429322122964,41048.25,Standard,19.4,27,PC,2025-01-16 09:14:52,0,3,1
Angela Morris,Femme,Belgique,42.0,28951.12,Premium,82.0,29,PC,2025-03-07 17:28:42,0,4,3
Robert Mooney,Homme,Algérie,19.0,36497.81,Standard,34.5,29,SmartTV,2025-04-26 11:45:21,0,5,4
Rita Jones,Non précisé,Maroc,55.0,51858.03,Standard,6.0,27,Mobile,2025-06-29 00:11:01,0,6,6
Bryce May,Non précisé,Algérie,62.0,27211.07,Standard,17.7,16,PC,2025-01-14 22:00:29,1,1,1
Jillian Gonzalez,Femme,Canada,32.0,25234.33,Premium,4.4,24,Mobile,2025-02-03 12:58:14,0,0,2
Michael Lewis,Femme,France,44.0,43216.59,Standard,33.5,27,SmartTV,2025-04-19 12:04:54,0,5,4
Anthony Weaver,Homme,Canada,43.761429322122964,36775.76,Standard,17.5,25,Tablette,2025-06-28 03:33:12,0,5,6
Michael Brown Jr.,Femme,France,31.0,46269.57,Premium,8.1,40,SmartTV,2025-03-12 15:41:48,0,2,3
Jennifer Nolan,Femme,Maroc,20.0,36040.16,Premium,47.8,29,SmartTV,2025-01-25 10:54:09,0,5,1
David Williams,Homme,Maroc,42.0,34669.49,Standard,3.4,28,Tablette,2025-05-31 16:15:57,0,5,5
Mrs. Margaret Wright MD,Femme,France,27.0,38313.11,Premium,77.7,32,Mobile,2025-04-27 17:12:29,0,6,4
Linda Berg,Homme,Canada,54.0,39178.74,Premium,3.6,31,PC,2025-02-17 09:29:57,0,0,2
Joseph Oliver,Femme,Canada,57.0,45520.34,Standard,0.3,39,SmartTV,2025-03-25 22:03:05,1,1,3
Corey Pruitt,Homme,Canada,40.0,45662.92,Standard,7.9,20,PC,2025-04-27 16:40:44,0,6,4
Alyssa Conley,Homme,Canada,43.0,50919.57,Premium,4.8,29,PC,2025-02-12 19:35:05,1,2,2
Jeffrey Jones,Homme,France,61.0,47863.2,Standard,30.0,27,Mobile,2025-06-30 22:06:55,0,0,6
Douglas Ball,Femme,France,34.0,52566.12,Premium,3.5,24,SmartTV,2025-01-11 12:38:41,0,5,1
Mark Farrell,Femme,Canada,39.0,39326.97,Premium,2.7,35,PC,2025-03-21 21:29:52,0,4,3
James Rangel,Homme,Belgique,60.0,40728.87,Standard,23.9,22,Mobile,2025-04-18 17:16:30,1,4,4
James Taylor,Femme,Canada,55.0,40728.87,Familial,10.4,22,PC,2025-04-04 07:32:10,0,4,4
Michael Duran,Femme,Belgique,38.0,40728.87,Premium,15.2,22,SmartTV,2025-01-19 23:16:18,0,6,1
Christina Sanders,Homme,Maroc,64.0,40728.87,Standard,3.5,16,SmartTV,2025-05-22 08:57:30,0,3,5
John Wilson,Femme,Canada,51.0,43941.53,Premium,11.7,32,SmartTV,2025-02-04 16:42:30,0,1,2
Jason Matthews,Femme,Canada,57.0,25113.13,Standard,0.5,27,Mobile,2025-02-23 19:02:01,1,6,2
Douglas Roy,Femme,Canada,27.0,30662.1,Standard,2.3,20,SmartTV,2025-06-01 00:06:14,0,6,6
Sylvia Wright,Homme,France,51.0,24760.19,Standard,49.1,22,SmartTV,2025-07-04 10:30:05,0,4,7
Jermaine Turner,Femme,Maroc,66.0,33352.78,Familial,8.5,19,Inconnu,2025-05-02 05:57:36,1,4,5
Lauren Lucas,Homme,Belgique,33.0,48752.44,Standard,5.4,23,SmartTV,2025-01-09 20:40:38,0,3,1
Jacob Harrison,Homme,France,29.0,47726.22,Premium,11.8,30,Mobile,2025-01-24 09:33:55,0,4,1
David Miller,Femme,Belgique,43.761429322122964,32750.71,Standard,0.2,22,PC,2025-01-08 00:26:12,0,2,1
Lindsay Perez MD,Homme,Algérie,30.0,42911.13,Premium,83.6,29,Mobile,2025-05-21 15:27:45,0,2,5
Michelle Griffin,Femme,Algérie,45.0,40728.87,Familial,3.0,19,SmartTV,2025-05-19 05:04:45,1,0,5
William Vazquez,Femme,Maroc,30.0,37481.89,Premium,8.0,23,PC,2025-06-21 12:45:18,1,5,6
Jerome Espinoza,Homme,Algérie,27.0,40190.89,Standard,1.5,18,SmartTV,2025-06-15 12:18:00,1,6,6
Cameron Anderson,Homme,Canada,36.0,49072.62,Standard,15.5,24,PC,2025-02-10 01:18:05,0,0,2
David Golden,Homme,Canada,68.0,40728.87,Standard,11.0,23,Tablette,2025-02-05 03:52:44,0,2,2
Jason Harris,Homme,Belgique,46.0,50894.33,Premium,12.6,27,PC,2025-06-22 23:10:15,1,6,6
Matthew Reynolds,Femme,Belgique,31.0,40208.97,Standard,3.0,31,PC,2025-05-01 13:50:58,0,3,5
William Mccarty,Homme,France,58.0,31183.9,Standard,23.0,18,Mobile,2025-01-27 06:20:57,0,0,1
Diana Tate,Femme,Belgique,28.0,36448.95,Premium,62.5,23,PC,2025-05-02 10:46:01,0,4,5
Elizabeth Rhodes,Femme,France,19.0,33004.85,Standard,14.8,29,Mobile,2025-03-23 01:25:38,0,6,3
Richard Richardson,Homme,Maroc,50.0,48296.28,Familial,21.7,24,SmartTV,2025-02-28 10:17:01,0,4,2
Andrea Haynes,Homme,Algérie,62.0,32915.66,Premium,24.8,16,SmartTV,2025-03-26 10:12:16,0,2,3
Tony Cook,Homme,France,27.0,41919.86,Standard,22.4,24,Mobile,2025-06-16 11:03:07,0,0,6
Cynthia Turner,Femme,Canada,57.0,47149.26,Standard,26.3,25,Mobile,2025-01-13 19:05:00,0,0,1
Jessica Williams,Femme,Belgique,33.0,40728.87,Premium,21.7,18,Mobile,2025-06-02 06:38:48,0,0,6
Nancy Santos,Homme,Algérie,66.0,25916.75,Premium,53.4,21,PC,2025-02-28 23:09:08,1,4,2
Nicole Lawrence,Homme,Maroc,59.0,32181.44,Standard,24.0,28,Mobile,2025-02-28 01:03:08,0,4,2
Adam Graves,Homme,Belgique,50.0,49358.49,Premium,7.6,36,SmartTV,2025-03-13 04:18:38,0,3,3
Robert Patton,Homme,Maroc,30.0,45745.65,Standard,27.0,29,Mobile,2025-05-21 15:53:15,0,2,5
Maria Myers,Femme,Algérie,43.0,18909.37,Premium,0.1,20,SmartTV,2025-07-05 15:14:15,0,5,7
David Smith,Homme,Algérie,38.0,48246.12,Standard,13.7,16,PC,2025-01-28 04:20:05,1,1,1
Seth Clark,Homme,France,25.0,49561.2,Standard,6.2,26,SmartTV,2025-01-22 21:16:53,0,2,1
Gregory Rodriguez,Femme,Belgique,62.0,41794.72,Familial,2.1,23,SmartTV,2025-01-04 21:00:04,0,5,1
Felicia Berry,Homme,Algérie,34.0,26236.86,Premium,41.7,26,SmartTV,2025-06-13 06:16:07,1,4,6
Elizabeth Davis,Homme,Canada,33.0,32198.91,Standard,10.7,23,PC,2025-02-19 08:54:56,0,2,2
Mathew Smith,Femme,Maroc,46.0,48217.03,Premium,8.6,28,Mobile,2025-04-18 00:12:40,1,4,4
Glenn Castro,Femme,France,20.0,28165.04,Standard,9.3,21,SmartTV,2025-05-26 18:31:47,0,0,5
Meghan Jones,Homme,France,24.0,29902.03,Premium,38.7,28,Mobile,2025-03-12 23:30:44,0,2,3
Jim Moore,Homme,Canada,32.0,22762.63,Standard,22.0,25,PC,2025-01-31 11:22:20,0,4,1
Michael Johnston,Homme,Algérie,60.0,32818.34,Standard,13.8,21,PC,2025-07-07 05:37:53,0,0,7
Michael Garcia,Homme,Belgique,35.0,21742.69,Standard,1.1,31,SmartTV,2025-04-26 12:46:07,0,5,4
Julie Castro,Femme,France,54.0,40728.87,Standard,10.6,18,Mobile,2025-05-09 22:44:54,0,4,5
Maureen Harrison,Femme,Maroc,64.0,55106.29,Standard,18.3,29,Mobile,2025-05-31 12:43:39,0,5,5
Antonio Perry,Homme,Canada,43.761429322122964,43653.55,Familial,3.0,26,SmartTV,2025-07-09 19:37:31,0,2,7
Christopher English,Femme,France,35.0,40728.87,Standard,28.4,24,Tablette,2025-04-05 14:03:10,0,5,4
Timothy Fritz,Femme,Maroc,26.0,52292.63,Familial,5.5,24,Mobile,2025-04-20 04:49:39,0,6,4
Jimmy Williams,Femme,Algérie,43.761429322122964,38836.35,Premium,1.8,20,SmartTV,2025-05-26 06:37:23,0,0,5
Todd Lindsey,Femme,Maroc,67.0,54659.52,Standard,21.9,26,Mobile,2025-05-25 16:20:05,0,6,5
Margaret Taylor,Homme,France,43.761429322122964,49849.26,Standard,62.0,25,PC,2025-02-17 12:51:56,0,0,2
John Thompson,Femme,Belgique,21.0,31268.1,Familial,9.4,22,PC,2025-02-04 07:40:37,1,1,2
Charles Newman,Homme,Algérie,26.0,41154.64,Premium,10.0,37,SmartTV,2025-05-08 10:52:58,0,3,5
Felicia Palmer,Femme,Maroc,41.0,48077.91,Standard,3.7,26,SmartTV,2025-05-16 05:20:49,0,4,5
Crystal Andrews,Femme,Belgique,53.0,47903.46,Premium,11.4,20,Mobile,2025-04-26 16:34:57,0,5,4
Virginia Stokes,Femme,France,63.0,30554.52,Standard,20.4,17,Tablette,2025-04-08 15:17:27,1,1,4
Tony Hunter,Homme,France,29.0,40728.87,Premium,3.8,21,PC,2025-06-08 22:36:16,0,6,6
Brooke Stewart,Femme,Maroc,22.0,37859.63,Premium,24.0,21,Mobile,2025-05-07 21:17:39,0,2,5
James Sanders,Femme,Canada,31.0,25021.11,Premium,17.0,37,SmartTV,2025-03-15 07:20:48,0,5,3
Ruth Shaw,Femme,Belgique,27.0,28282.88,Familial,9.6,15,Mobile,2025-06-17 20:12:21,0,1,6
Stephen Young,Femme,Maroc,43.761429322122964,40810.48,Standard,26.2,26,PC,2025-05-26 08:08:59,0,0,5
Logan Rocha,Femme,Maroc,52.0,32086.49,Familial,6.8,18,Mobile,2025-03-25 03:25:36,0,1,3
Tony Bailey,Femme,Canada,66.0,25580.82,Familial,8.5,35,Tablette,2025-05-11 05:25:02,0,6,5
Jenny Morris,Homme,Maroc,39.0,40728.87,Standard,4.6,23,PC,2025-06-01 02:36:12,1,6,6
Karen Dalton,Homme,Maroc,43.761429322122964,58863.62,Premium,10.7,25,PC,2025-05-24 14:23:40,1,5,5
Kyle Evans,Femme,France,22.0,30908.5,Familial,5.5,29,Tablette,2025-03-29 10:19:55,0,5,3
Alexander Fields,Femme,France,21.0,39817.68,Premium,10.8,31,Mobile,2025-02-21 23:43:00,0,4,2
Michael Durham,Homme,Algérie,64.0,40728.87,Standard,41.9,26,Mobile,2025-04-19 22:56:41,0,5,4
Dana Welch,Homme,Maroc,55.0,29413.38,Premium,38.9,24,Mobile,2025-04-25 22:24:13,0,4,4
Timothy Young,Homme,Canada,25.0,40728.87,Premium,8.1,17,PC,2025-06-23 07:45:25,0,0,6
Grace Torres,Homme,France,20.0,70236.49,Standard,3.3,26,PC,2025-06-25 18:51:05,0,2,6
Sandra Brooks,Homme,Belgique,20.0,41618.89,Standard,2.9,22,Mobile,2025-05-03 11:58:45,0,5,5
Shannon Sawyer,Femme,Canada,56.0,31895.24,Standard,15.9,27,SmartTV,2025-04-29 11:09:41,0,1,4
Tanya Jefferson,Homme,France,36.0,55617.84,Familial,11.6,30,Mobile,2025-02-17 05:47:46,0,0,2
Miss Melanie Ramirez,Homme,Maroc,35.0,51759.98,Familial,17.4,24,PC,2025-06-01 13:31:25,0,6,6
Carrie Jones,Homme,Algérie,65.0,33353.74,Familial,22.5,37,PC,2025-04-26 08:32:49,0,5,4
Paige Robbins,Homme,Algérie,33.0,19849.5,Standard,0.7,15,Mobile,2025-01-22 17:33:13,0,2,1
Kathryn Peterson,Non précisé,France,43.761429322122964,51701.29,Premium,11.5,33,PC,2025-03-18 07:08:06,0,1,3
Sheri Jackson,Non précisé,Canada,20.0,40720.77,Standard,17.4,19,SmartTV,2025-04-01 09:37:44,0,1,4
Angela Zavala,Femme,Belgique,54.0,38639.58,Standard,1.1,24,Mobile,2025-06-01 04:26:06,1,6,6
Kimberly Shaffer,Homme,Maroc,26.0,54623.3,Standard,5.1,19,PC,2025-03-31 09:53:56,1,0,3
Janet Simpson,Homme,Algérie,59.0,35797.71,Premium,1.0,22,Mobile,2025-03-03 02:31:24,0,0,3
Jonathan Long,Femme,France,55.0,49309.18,Standard,29.2,20,Mobile,2025-03-31 07:16:09,0,0,3
Craig Roth,Femme,Maroc,45.0,27001.58,Premium,16.2,27,SmartTV,2025-03-05 09:56:38,0,2,3
Chad Ford,Femme,Maroc,26.0,45909.8,Standard,20.7,22,SmartTV,2025-02-09 17:33:16,0,6,2
